100000	148254.336157	6574992171.686920
200000	146194.947707	4325390285.465894
300000	162123.853157	4007432608.354487
400000	130118.595485	3721028381.164490
500000	128640.722559	3596234247.703885
600000	127232.544582	3458564534.529690
700000	172505.624960	3906460137.714492
800000	124295.491503	5864019330.000705
900000	125734.073079	5454723313.329231
1000000	147707.224896	5872321281.905617
